CVE_DOC,CVE_ART,COSTO_UNITARIO,COSTO_TOTAL_CALCULADO
F38482,BP00215,97.53,97.53
F38482,RP00191,10.7,10.7
F38484,BOBINA002,18.14,1813.59
F38484,BOBINA003,0.0,2573.85
F38487,TUS00016,0.0,456.18
F38487,TUS00017,100.68,503.4
F38487,TUS00018,0.0,591.85
F38488,PA00011,0.0,1092.06
F38488,PA00012,0.0,1220.15
F38489,TUA00458,473.55,473.55
F38491,PT31B1G1AG00,0.0,912.43
F38492,PT00087,0.0,921.15
F38493,TUA00459,0.0,345.97
F38495,TUA00461,0.0,322.13
F38497,TUE00171,0.0,771.72
F38499,TP0012,54.8,54.8
F38501,TP0011,141.3,423.89
F38502,TUA00460,0.0,557.42
F38505,TUE00004,123.23,123.23
F38507,ECQ-01444,773.12,5411.87
F38509,TEA00004,665.36,665.36
F38513,BN00216,276.18,552.36
F38514,TUA00009,925.21,1850.42
F38516,BL00012,136.58,136.58
F38517,PJ31F1F1A400,0.0,82.32
F38524,ECQ-00971,405.35,1216.06
F38528,TP0016,260.2,260.2
F38531,TUA00459,345.97,345.97
F38534,BL00057,0.0,55.57
F38534,BL00058,65.25,130.51
F38534,BP00265,64.34,128.69
F38534,BP00266,64.34,128.69
F38536,TP0007,210.24,210.24
F38536,TP0008,265.64,265.64
F38536,TP0009,205.2,205.2
F38537,BS00012,0.0,76.36
F38542,ABRAZA01,15.03,150.32
F38543,TEA00006,133.05,2660.93
F38544,TEA00006,133.05,1995.7
F38545,93980461,1357.1,1357.1
F38546,54020219,1130.54,2261.08
F38547,47980249,295.59,1773.52
F38549,EE00060,0.0,185.06
F38553,PJ000NH1A400,42.63,170.5
F38557,P131B1I14000,0.0,297.42
F38558,TP0012,54.8,54.8
F38561,PJ000GH1A000,206.11,206.11
F38561,PJ000GJ1A000,0.0,2178.55
F38562,PT00063,0.0,671.28
F38566,BS00010,0.0,133.98
F38576,BN00263,172.53,345.06
F38576,BP00267,0.0,608.14
F38577,MR01934,161.73,808.65
F38578,TUA00318,0.0,5407.95
F38580,TUA00459,345.97,345.97
F38583,CAS00083,0.0,7098.51
F38583,CAS00084,0.0,3719.48
F38583,CAS00085,0.0,611.06
F38583,CAS00086,0.0,379.36
F38586,TP0011,144.4,433.2
F38588,PT00088,0.0,323.11
F38588,TUE00364,165.65,165.65
F38590,BP00070,110.15,440.58
F38602,TP0040,171.87,171.87
F38602,TUA00376,0.0,5099.14
F38604,TJ00092,156.34,469.01
F38605,TP0001,42.79,42.79
F38606,CBS00104,150.16,450.49
F38609,PT00034,0.0,1020.51
F38612,AJ00010,0.0,1081.24
F38612,TUE00367,0.0,781.73
F38613,TEE00017,1389.6,2779.2
F38615,PT00047,257.6,2575.95
F38616,TUA00177,0.0,4233.54
F38617,TP0012,54.8,54.8
F38620,RP00205,1195.0,1195.0
F38622,TP0005,97.49,97.49
F38622,TP0040,171.87,343.73
F38625,TU5/16X215V240W,0.0,316.45
F38633,TUE00105,1306.63,1306.63
F38636,70001694,155.25,620.99
F38636,70001696,0.0,528.65
F38636,CBE00041,0.0,812.15
F38636,CBS00056,122.18,488.72
F38637,RP00206,0.0,649.31
F38637,RP00207,0.0,1180.41
F38637,RP00208,0.0,595.74
F38637,TUE00061,585.92,585.92
F38638,BOBINA001,429.81,12894.24
F38638,TEA00023,788.54,2365.62
F38639,PT00033,244.91,244.91
F38641,CS38K2025A2D,0.0,541.35
F38641,TUE00366,0.0,461.4
F38642,PA00008,790.28,3161.13
F38642,PA00009,753.71,3014.83
F38643,PA00005,703.11,3515.54
F38645,TP0002,0.0,135.14
F38646,TUA00464,0.0,5553.86
F38648,TUE00172,5169.85,5169.85
F38649,TUE00247,0.0,1298.83
F38651,BP00259,89.76,89.76
F38651,BP00260,72.34,72.34
F38652,BP00259,0.0,89.76
F38652,BP00260,0.0,72.34
F38653,PJ31A1I1A400,0.0,1417.21
F38657,BB2X2ST,220.0,440.0
F38663,TUA00463,0.0,3863.23
F38665,RP00165,0.0,277.5
F38669,TUA00436,333.0,3995.98
F38672,PT00047,257.6,2575.95
F38675,TUE00061,1225.86,1225.86
F38683,TP0025,92.33,923.31
F38688,PT00089,0.0,1131.63
F38690,PJ04F1H1A400,0.0,1119.59
F38690,PK04F1H1A400,0.0,1249.59
F38692,TUA00438,567.27,567.27
F38698,WRE-2774,0.0,378.86
F38700,RM00043,0.0,193.86
F38702,TUE00369,0.0,197.36
F38704,BL00059,55.23,110.46
F38704,BP00239,36.8,73.59
F38704,BP00263,80.09,160.18
F38705,EE00063,0.0,1721.28
F38706,MA00021,179.31,179.31
F38706,P114R1AB0600,0.0,5149.29
F38708,CAS00068,0.0,1806.93
F38708,CAS00069,0.0,4502.25
F38708,CAS00070,0.0,263.28
F38708,CAS00071,0.0,1291.57
F38709,70001690,0.0,1287.37
F38709,70001694,122.67,736.0
F38711,97020238,0.0,7848.04
F38716,TUA00468,0.0,991.99
F38727,TP0011,144.4,722.0
F38727,TP0012,54.8,274.0
F38736,TUE00368,0.0,1712.29
F38741,RPISTOLA01,82.15,246.45
F38744,TUA00222,335.77,335.77
F38748,TP0003,74.45,744.5
F38758,TP0001,42.79,213.97
F38758,TP0003,72.37,144.73
F38758,TP0005,97.49,292.48
F38760,TP0011,144.2,432.6
F38762,ECQ-00971,396.78,1587.1
F38762,ECQ-00972,291.48,8744.54
F38763,ECQ-00971,0.0,1496.57
F38763,ECQ-00972,290.21,5804.18
F38763,ECQ-01444,844.23,3376.92
F38764,TP0002,62.82,125.64
F38771,PJ31L1H1G400,0.0,908.84
F38773,TUS00125,0.0,156.55
F38777,TUA00175,338.22,1352.89
F38778,TUA00471,0.0,301.83
F38780,RPISTOLA01,82.15,328.6
F38784,54020219,1135.53,3406.59
F38785,93980461,1261.99,2523.98
F38786,70001691,91.5,366.02
F38789,TJ00093,0.0,181.44
F38791,TUA00470,0.0,1884.35
F38792,TUA00467,0.0,1257.6
F38794,TUA00453,0.0,3389.64
F38795,BN00264,0.0,164.74
F38796,TUA00469,0.0,2121.33
F38797,BOBINA001,430.03,12900.92
F38800,RP00209,73.01,73.01
F38801,TP0018,72.97,72.97
F38803,TP0003,72.37,72.37
F38806,65014-40,0.0,753.85
F38806,67234-15,32.38,129.51
F38807,PJ06C1CHB000,31.14,31.14
F38809,TUA00065,572.12,1144.25
F38809,TUA00066,917.05,917.05
F38814,TUE00081,469.69,469.69
F38816,TUE00370,86.15,1292.21
F38817,CM65C1020B02,210.34,841.34
F38821,TEA00044,438.86,1316.59
F38821,TEE00024,0.0,3449.19
F38824,AK00013,0.0,110.45
F38826,TUA00464,264.47,5553.86
F38829,TP00007,345.81,691.62
F38829,TUE00372,0.0,181.42
F38832,TP0002,62.95,62.95
F38836,TP0001,48.2,48.2
F38837,BO00047,0.0,367.61
F38837,BO00066,0.0,0.0
F38838,47980626,457.78,1831.12
F38841,TUE00371,249.45,249.45
F38850,TUE00172,2754.67,2754.67
F38851,TP0007,210.24,210.24
F38853,BN00158,0.0,120.77
F38854,BO00044,10.82,32.46
F38857,TUE00075,43.81,262.85
F38857,TUE00198,48.94,146.81
F38861,TP0003,78.65,78.65
F38862,TUE00122,227.62,682.85
F38863,TJ00081,0.0,66.88
F38864,TP0001,48.2,48.2
F38864,TP0002,62.95,62.95
F38867,TUE00267,6587.67,6587.67
F38868,TUA00472,348.7,697.4
F38871,TUA00437,242.78,485.55
F38874,PJ06C1CHB000,0.0,31.14
F38876,PT00011,185.95,3719.07
F38880,TUA00258,457.71,2746.25
F38881,BN00055,0.0,548.62
F38882,ABRAZA01,4.8,48.02
F38883,TUS00001,135.18,405.53
F38883,TUS00002,136.6,409.8
F38884,TP0007,210.24,1471.68
F38887,TP0016,260.2,260.2
F38889,CBS00043,216.17,1729.33
F38890,TP0005,97.49,97.49
F38891,TP0015,173.0,173.0
F38892,TUA00134,0.0,1668.85
F38894,BN00265,0.0,369.86
F38900,RP00212,0.0,177.06
F38910,BOBINA004,2613.6,5227.2
F38912,RPISTOLA01,0.0,389.85
F38913,BC00029,0.0,0.0
F38914,TP00012,223.04,223.04
F38923,TUE00373,0.0,87.87
F38924,TUA00009,0.0,2125.57
F38925,MA00001,0.0,1444.71
F38932,EE00067,0.0,721.38
F38932,EE00068,0.0,886.73
F38937,CBE00032,0.0,1221.56
F38938,BB1 1/2X1/2-300W,253.0,506.0
F38941,TEE00017,0.0,4818.85
F38946,TUE00374,0.0,142.04
F38947,TUE00216,0.0,5244.49
F38948,CBS00075,0.0,1517.55
F38949,CS58K2105AA1,0.0,2868.3
F38950,ECQ-00972,314.44,6288.76
F38951,PT00090,363.31,7266.24
F38954,TP0025,92.32,1846.35
F38957,TUE00034,741.05,2964.18
F38958,TJ00094,0.0,239.89
F38959,TUA00462,470.05,470.05
F38959,TUE00365,0.0,217.51
F38961,TK00066,39.22,39.22
F38967,TP0004,84.41,844.11
F38968,TP0016,260.2,260.2
F38969,TUA00249,1216.54,1216.54
F38970,TP0003,78.65,78.65
F38973,RC00030,0.0,927.84
F38977,TP0016,260.2,780.6
F38984,CS34S2075A00,0.0,2887.02
F38984,CS34S2100A00,0.0,2268.0
F38986,TU5/16X230MM,226.23,452.46
F38995,47980590,693.77,693.77
F38996,93980461,1261.99,1261.99
F38996,93980465,0.0,1165.13
F38997,54020219,0.0,4271.95
F38998,PT00047,313.65,6273.1
F38999,P25601AB0600,0.0,521.55
F39004,CS12N1050A00,0.0,1016.9
F39005,TUS00126,42.8,42.8
F39006,BC00010,0.0,2039.25
F39007,RB00003,100.13,200.26
F39007,RB00010,894.91,1789.82
F39008,CS12F1040A00,0.0,204.63
F39009,TP0016,260.2,520.4
F39010,CAS00084,137.83,1240.49
F39010,CAS00085,203.69,203.69
F39010,CAS00086,126.54,126.54
F39013,BP00268,68.35,136.7
F39014,TUA00098,388.11,388.11
F39016,BP00268,68.35,136.7
F39017,TUA00468,330.66,991.99
F39018,ECQ-00972,331.61,6632.15
F39018,ECQ-00974,1388.82,1388.82
F39020,TP0011,144.4,144.4
F39024,TUE00081,0.0,873.18
F39026,TUA00473,0.0,176.15
F39028,BB1 1/2X1/2-300W,253.0,253.0
F39029,TP0004,77.13,771.29
F39032,TUE00161,0.0,337.18
F39033,CS12J1075A00,107.5,429.99
F39034,CAE00045,158.36,633.45
F39036,TP0008,265.64,531.27
F39036,TP0010,125.68,251.36
F39040,TP0012,57.6,57.6
F39046,CAS00063,0.0,1701.62
F39051,BB1 1/2X1/2-300W,253.0,253.0
F39053,TUE00376,0.0,28.41
F39054,PK31A1I1A000,286.59,2865.87
F39055,TUS00005,168.4,505.21
F39061,TP0003,78.65,1101.12
F39061,TP0008,265.64,1593.82
F39063,RP00213,91.4,91.4
F39065,RP00214,0.0,13.33
F39065,TUA00474,0.0,1139.58
F39065,TUE00094,0.0,281.46
F39066,TUA00441,406.12,406.12
F39067,TUA00027,0.0,682.82
F39070,TP00007,0.0,697.83
F39072,CS38H1020A00,0.0,136.5
F39073,TU5/16X230MM,226.23,226.23
F39074,TU5/16X230MM,226.23,226.23
F39076,TUA00009,955.68,1911.36
F39078,TP0005,97.49,97.49
F39082,TUE00375,0.0,896.15
F39088,TUE00378,0.0,9353.62
F39089,TP0003,78.65,78.65
F39090,TUA00475,0.0,197.53
F39090,TUS00127,0.0,72.88
F39096,PJ31G1AB0600,0.0,400.95
F39097,TUA00476,0.0,159.65
F39105,TEA00105,0.0,1108.97
F39114,TUA00033,0.0,1170.39
F39114,TUS00001,130.97,392.91
F39114,TUS00002,0.0,863.31
F39115,TEA00017,0.0,3013.94
F39116,TUE00379,0.0,239.08
F39117,TUE00377,0.0,309.63
F39120,TP00008,0.0,730.4
F39120,TUE00063,438.39,876.79
F39120,TUE00129,523.53,523.53
F39120,TUE00334,164.55,164.55
F39121,RP00001,33387.05,33387.05
F39124,TP0003,78.65,78.65
F39125,BB1 1/2X1/2-300W,253.0,253.0
F39128,BB2X2ST,220.0,220.0
F39130,TUA00459,345.97,345.97
F39131,TUA00459,0.0,345.97
F39133,CAS00051,0.0,286.9
F39133,CBS00007,0.0,669.24
F39134,TUE00207,685.68,685.68
F39135,TUE00207,685.68,685.68
F39136,TUE00207,685.68,685.68
F39137,TUE00207,685.68,685.68
F39138,TP0011,144.4,288.8
F39139,BS00006,816.73,16025.97
F39139,BS00008,930.34,19187.82
F39142,TP0001,48.2,192.79
F39144,EE00071,0.0,170.62
F39146,BC00006,1116.84,2233.68
F39146,BL00002,0.0,110.26
F39146,BN00145,155.35,310.7
F39146,BN00146,253.99,507.97
F39146,PT00079,0.0,477.16
F39147,PT00083,0.0,5185.87
F39147,TEA00100,0.0,681.25
F39150,TUE00380,0.0,936.33
F39151,TUA00053,0.0,824.78
F39152,CS58L2050A00,0.0,621.48
F39154,PRECA003,667.91,6679.11
F39156,TUA00189,0.0,7194.25
F39159,TP0012,57.6,230.4
F39174,ECQ-00972,288.77,8663.07
F39177,TP00010,0.0,524.96
F39179,BN00266,0.0,252.21
F39181,CERAISON-14-28,6.0,60.0
F39181,TP0012,50.94,356.56
F39183,TUA00247,0.0,22555.72
F39184,TP0002,62.95,188.86
F39188,TUE00184,0.0,652.49
F39191,TUE00382,0.0,12146.99
F39199,TUA00436,332.9,3329.01
F39200,AK00010,0.0,131.36
F39201,EE00063,0.0,6885.12
F39203,CS58D2030A00,0.0,289.73
F39204,CS12D2030A00,0.0,192.34
F39208,TUA00200,800.35,6402.83
F39212,TUE00383,0.0,328.39
F39213,TUA00477,0.0,273.77
F39216,CS38D1017B00,0.0,266.08
F39223,CAS00013,0.0,1300.94
F39229,TP0016,222.0,222.0
F39231,TP0025,90.91,90.91
F39231,TP0026,113.59,113.59
F39233,TP0011,144.4,577.6
F39235,TEA00106,0.0,413.55
F39237,TP0007,236.6,1182.99
F39237,TP0026,0.0,1136.37
F39238,BL00060,0.0,187.54
F39239,TUE00381,0.0,1088.23
F39240,BP00183,0.0,133.59
F39248,BB2X2ST,220.0,220.0
F39253,TP0012,0.0,178.63
F39254,TP0002,62.95,125.91
F39256,RP00216,0.0,0.0
F39259,TUA00175,338.22,1352.89
F39260,BP00269,0.0,49.16
F39265,BB2X2ST,220.0,880.0
F39270,EE00072,0.0,0.0
F39271,BN00267,0.0,415.38
F39271,BN00268,0.0,253.04
F39272,RP00220,0.0,329.0
F39273,TUA00124,600.03,1800.09
F39274,TP0011,0.0,1444.0
F39278,TUA00478,0.0,2131.82
F39281,47980590,2392.5,2392.5
F39281,47980626,421.11,421.11
F39283,BP00259,89.76,89.76
F39283,BP00260,72.34,72.34
F39284,TUE00112,0.0,5213.9
F39284,TUE00113,0.0,8135.45
F39285,CS38H1040A11,0.0,0.0
F39291,ECQ-00972,0.0,6310.2
F39291,ECQ-01444,640.51,1921.52
F39294,TUA00475,0.0,197.53
F39300,TUS00109,0.0,460.25
F39303,TUE00385,0.0,70.7
F39306,TU5/16X215V240W,316.45,316.45
F39312,70001691,0.0,559.81
F39312,70001693,0.0,1007.01
F39312,70001694,124.77,1247.67
F39312,70001696,0.0,1321.62
F39312,70001697,0.0,972.31
F39312,70001698,0.0,1192.74
F39312,70007685,0.0,521.21
F39315,TUE00207,586.32,1758.97
F39320,BP00270,0.0,47.84
F39320,BP00271,0.0,99.37
F39320,BP00272,0.0,142.2
F39320,BP00273,0.0,39.85
F39324,CAS00083,131.45,1314.54
F39324,CAS00084,137.63,1376.26
F39324,CAS00085,203.69,203.69
F39324,CAS00086,126.29,126.29
F39326,TUS00001,127.62,382.87
F39327,TUA00021,1119.39,6716.37
F39332,TU5/16X203V240W,331.33,331.33
F39334,TUE00386,379.55,379.55
F39340,CAS00073,82.34,494.02
F39340,CAS00074,245.96,1475.75
F39340,RP00222,67.84,67.84
F39340,TUA00057,2496.65,4993.3
F39342,BS00006,982.4,10806.45
F39343,RPISTOLA01,130.12,650.58
F39345,TP0003,78.68,472.05
F39346,TEA00107,414.84,414.84
F39347,TEA00107,414.84,829.67
F39349,BN00269,117.24,117.24
F39351,TP0015,173.0,173.0
F39351,TP0016,222.0,222.0
F39352,TP0012,57.6,57.6
F39353,TUA00063,218.33,436.67
F39358,BO00067,57.07,57.07
F39359,CS12C1025A00,0.0,775.7
F39361,MR8-250-11-13,0.0,800.11
F39363,TUA00463,1931.62,3863.23
F39364,CS12G1040A00,90.42,271.25
F39365,CBE00012,251.37,3016.4
F39365,CBE00040,213.77,1282.59
F39366,TUA00049,291.33,2913.27
F39372,BP00259,89.76,89.76
F39372,BP00260,72.34,72.34
F39372,BP00274,150.44,150.44
F39372,BP00275,53.71,53.71
F39372,BP00276,108.81,108.81
F39374,BC00010,472.22,1416.65
F39376,TEA00108,170.55,170.55
F39379,TUA00480,0.0,926.71
F39384,TUA00479,0.0,3280.08
F39385,TEA00110,166.83,166.83
F39387,TUE00258,93.2,93.2
F39388,TUE00258,93.2,93.2
F39390,BC00030,663.12,5304.97
F39396,BP00277,0.0,176.5
F39396,BP00278,0.0,170.28
F39399,BN00270,0.0,350.67
F39400,BB2X2ST,300.0,1200.0
F39403,TP0001,48.2,96.4
F39404,CS14K2040A00,0.0,76.84
F39404,CS14L2040A00,53.33,106.65
F39404,TP0006,126.71,253.43
F39405,CAS00087,235.35,1412.1
F39405,CAS00088,277.2,277.2
F39411,TEA00109,145.23,145.23
F39412,BL00061,1047.18,1047.18
F39420,TP0008,265.64,531.27
F39420,TP0009,205.2,820.82
F39420,TP0010,125.68,502.72
F39422,PJ31C1C1B000,99.22,198.45
F39424,EE00071,0.0,426.55
F39425,TP0003,78.68,78.68
F39426,TUA00463,1931.62,1931.62
F39428,RP00227,78.38,78.38
F39432,TUA00481,332.12,332.12
F39433,TUA00481,332.12,332.12
F39436,EE00063,1721.28,6885.12
F39437,TUS00048,63.09,63.09
F39438,TP0002,62.95,125.91
F39441,TUS00113,69.55,139.11
F39442,TP0002,62.95,62.95
F39444,TP0008,265.64,531.27
F39447,PJ18D2E1A410,81.99,81.99
F39449,TUA00482,0.0,1414.5
F39450,CM10I2040A00,63.37,253.47
F39454,P25601AB0600,521.55,521.55
F39455,TP0003,76.08,1141.15
F39455,TP0008,211.36,634.09
F39456,EE00075,0.0,544.48
F39468,TP0002,62.95,62.95
F39470,TP0001,48.2,48.2
F39471,CS12N1050A00,127.11,762.68
F39490,CS58O2050A00,0.0,290.03
F39491,RP00225,0.0,0.0
F39493,TP0002,62.95,251.81
F39494,CAS00083,131.45,1314.54
F39494,CAS00084,137.63,963.38
F39494,CAS00085,0.0,5092.2
F39494,CAS00086,126.29,126.29
F39499,TUS00016,98.82,395.3
F39499,TUS00017,112.34,449.36
F39499,TUS00018,99.83,598.95
F39500,BO00066,0.0,0.0
F39503,RP00192,0.2,0.2
F39509,TP0002,51.36,102.71
F39509,TP0003,68.2,136.41
F39511,TEE00017,1164.2,2328.4
F39513,TUA00484,0.0,2654.96
F39519,TUE00384,18.45,18.45
F39523,TUA00483,339.91,679.81
F39524,EE00077,0.0,1327.51
F39525,CBS00001,676.87,7445.6
F39526,BB1 1/2X1/2-300W,278.0,278.0
F39526,TP0025,96.83,96.83
F39531,BP00259,89.76,89.76
F39531,BP00260,72.34,72.34
F39539,PJ14R1B40A00,420.67,420.67
F39541,TUA00175,401.65,1606.58
F39542,ECQ-00971,385.09,770.19
F39542,ECQ-00972,316.19,6323.81
F39543,P231E1AB0600,0.0,0.0
F39543,P231J1AB0600,518.43,518.43
F39546,CBS00092,469.53,5553.94
F39549,BL00062,208.88,626.65
F39550,TP0002,0.0,337.86
F39554,TUE00387,67.56,202.67
F39555,TP0012,57.6,115.2
F39560,TUA00325,0.0,9208.38
F39564,TUA00486,0.0,408.31
F39566,RPISTOLA01,129.7,778.18
F39568,BP00279,257.11,514.21
F39569,TU5/16X203V,325.78,1628.92
F39569,TUA00436,332.9,1664.51
F39571,TUS00128,197.83,197.83
F39571,TUS00129,178.15,178.15
F39571,TUS00130,171.15,171.15
F39574,TP0001,48.2,48.2
F39574,TP0024,48.1,48.1
F39576,EE00022,0.0,654.34
F39577,TK00028,78.24,156.48
F39582,RP00223,42.65,85.31
F39584,TUE00388,394.88,2369.31
F39586,BO00061,0.0,539.86
F39587,TUE00122,129.28,387.85
F39588,TP0040,153.85,153.85
F39591,CAS00089,0.0,2514.71
F39592,RP00165,0.0,277.5
F39595,TUE00389,1541.46,1541.46
F39597,TJ00037,519.45,519.45
F39597,TP0022,331.49,662.99
F39597,TP0040,153.85,153.85
F39598,TUA00485,264.62,264.62
F39600,TUA00098,199.05,597.15
F39603,TUA00468,0.0,991.99
F39605,TP0005,97.49,194.99
F39608,TP0001,48.2,96.4
F39608,TP0002,63.31,126.62
F39608,TP0003,65.16,65.16
F39609,TJ00095,0.0,308.87
F39609,TJ00096,0.0,257.43
F39610,TP0011,144.4,1444.0
F39610,TP0012,57.6,115.2
F39611,CBS00019,336.58,2692.66
F39612,TUA00191,1318.1,1318.1
F39613,TP0022,331.49,662.99
F39615,TP0008,186.16,372.32
F39615,TP0009,205.2,410.41
F39615,TP0010,125.68,502.72
F39618,TUE00391,0.0,483.02
F39621,TP0001,48.2,48.2
F39622,TEE00012,485.13,2499.93
F39624,BN00271,157.64,157.64
F39625,RP00228,63.9,63.9
F39627,TUA00487,1292.27,1292.27
F39630,TUE00390,30.45,60.89
F39631,P114Q1H90412,996.4,3985.6
F39632,P251L1J1B000,0.0,3845.43
F39633,CBS00001,0.0,11843.56
F39634,BS00006,936.33,5618.0
F39634,BS00008,0.0,6802.89
F39636,TP0003,0.0,886.28
F39637,BB00103,0.0,337.07
F39642,ECQ-00972,301.31,6026.11
F39643,TUE00195,919.68,919.68
F39645,CBS00106,286.34,286.34
F39647,TU5/16X870J127V,227.18,227.18
F39649,CAE00046,137.33,137.33
F39649,CM16I2090A00,139.65,139.65
F39654,TUA00258,280.14,1680.81
F39657,BO00061,89.98,539.86
F39659,TUE00142,448.24,448.24
F39661,TUA00490,0.0,0.0
F39661,TUA00491,0.0,0.0
F39664,BN00272,328.36,328.36
F39666,BB00102,78.25,78.25
F39671,CAS00044,0.0,2031.23
F39672,CAE00045,158.36,633.45
F39673,CS12C1025A00,96.96,775.7
F39675,TUE00166,140.88,140.88
F39678,ABRAZA01,21.39,213.85
F39685,47980249,301.12,1806.71
F39686,47980249,299.53,2695.79
F39686,47980626,499.2,499.2
F39687,TP0003,79.01,237.03
F39691,TEA00095,0.0,762.35
F39696,RP00229,0.0,0.0
F39700,TUE00142,293.13,293.13
F39701,CAE00047,0.0,291.13
F39701,TUE00392,0.0,196.44
F39706,TP0011,144.4,288.8
F39716,BO00005,1734.88,1734.88
F39719,CBS00092,0.0,11537.18
F39721,ABRAZA01,21.39,213.85
F39725,TUE00207,466.2,1864.79
F39730,TP0012,57.6,57.6
F39731,ECQ-00972,315.59,6311.82
F39732,TEA00006,119.05,1190.47
F39733,TUS00131,0.0,0.0
F39736,TEA00111,668.13,6681.26
F39741,TUS00052,37.65,150.59
F39743,TUA00401,0.0,720.39
F39748,TUE00206,0.0,733.23
F39749,TP0011,144.4,144.4
F39749,TP0012,57.6,172.8
F39751,TUA00489,0.0,0.0
F39752,TU5/16X870J127V,227.18,227.18
F39754,CS14D2017B20,222.14,444.27
F39757,TP0016,222.0,222.0
F39759,TUA00488,454.72,1364.17
F39760,TP0005,97.49,584.96
F39762,TP0004,97.3,389.19
F39762,TP0008,306.53,1226.13
F39763,CBS00107,0.0,355.52
F39764,TUE00081,414.88,414.88
F39767,TUE00393,0.0,166.8
F39770,TUE00207,0.0,2345.29
F39774,ECQ-01444,828.0,4968.0
F39775,EE00077,0.0,2212.51
F39776,ECQ-00971,360.7,721.39
F39776,ECQ-00974,1311.27,1311.27
F39776,ECQ-01444,773.21,3866.04
F39777,BO00061,89.98,1079.71
F39780,TP0012,57.6,57.6
F39788,TUA00494,0.0,2335.2
F39791,TUA00433,0.0,3722.84
F39792,TU5/16X203V,0.0,651.57
F39793,PT00091,0.0,198.93
F39794,CAS00083,131.45,3417.8
F39794,CAS00084,137.63,1376.26
F39795,PJ31A1I1A000,0.0,1160.05
F39795,PJ31A1I1A400,236.2,1181.01
F39801,CS58R2200A01,0.0,4055.46
F39803,TUA00493,0.0,0.0
F39810,CBS00109,0.0,5337.9
F39811,ECQ-00974,0.0,1392.92
F39812,70001698,107.33,1073.25
F39813,CAS00035,0.0,2726.1
F39815,RP00230,0.0,1319.88
F39815,RP00231,0.0,99.68
F39816,TUA00492,0.0,7120.54
F39817,TP0016,0.0,635.0
F39820,TU5/16X230MM,226.23,226.23
F39824,TUA00325,4579.08,4579.08
F39826,RB00007,78.09,390.43
F39828,TP00018,51.16,153.49
F39830,BP00006,0.0,1767.02
F39830,PJ31Q1G1A400,0.0,369.62
F39833,BL00002,65.31,130.63
F39833,BN00145,286.13,572.25
F39833,BN00146,421.91,843.82
F39833,PT00079,477.16,954.32
F39834,CS12F1040A00,102.31,613.88
F39834,CS12H1050A00,104.69,628.12
F39835,TUE00394,0.0,1789.64
F39837,TUA00470,1884.35,1884.35
F39838,RB00007,0.0,806.55
